Title,Release Year,Locations,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,ID
Seven Girlfriends,1999,Golden Gate Bridge,White Dwarf Productions,Lions Gate Films Home Entertainment,Paul Lazarus,Paul Lazarus,Laura Leighton,Tim Daly,,787
Shadow of the Thin Man,1941,Bay Bridge,Metro-Goldwyn Mayer,Metro-Goldwyn Mayer,W.S. Van Dyke,Harry Kurnitz,William Powell,Myrna Loy,,788
Shattered,1991,,Capella International,Metro-Goldwyn-Mayer,Wolfgang Petersen,Wolfgang Petersen,Tom Berenger,Bob Hoskins,,789
Shoot the Moon,1982,"Fairmont Hotel (950 Mason Street, Nob Hill)",Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Alan Parker,Bo Goldman,Albert Finney, Diane Keaton,,790
Sister Act,1992,"St. Paul's Church (Church Street, Noe Valley)",Touchstone Pictures,Buena Vista Pictures,Emile Ardolino,Joseph Howard,Whoopi Goldberg,Maggie Smith,,791
Sister Act 2: Back in the Habit,1993,Coit Tower,Touchstone Pictures,Buena Vista Pictures,Bill Duke,Joseph Howard,Whoopi Goldberg,Maggie Smith,,792
Sister Act 2: Back in the Habit,1993,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",Touchstone Pictures,Buena Vista Pictures,Bill Duke,Joseph Howard,Whoopi Goldberg,Maggie Smith,,793
Sister Act 2: Back in the Habit,1993,"Maritime Museum, Building 201 (Fort Mason)",Touchstone Pictures,Buena Vista Pictures,Bill Duke,Joseph Howard,Whoopi Goldberg,Maggie Smith,,794
Sister Act 2: Back in the Habit,1993,CCSF Alemany Campus ,Touchstone Pictures,Buena Vista Pictures,Bill Duke,Joseph Howard,Whoopi Goldberg,Maggie Smith,,795
Sister Act 2: Back in the Habit,1993,"Carnelian Room, Bank of America Building (555 California Street, 53rd Floor)",Touchstone Pictures,Buena Vista Pictures,Bill Duke,Joseph Howard,Whoopi Goldberg,Maggie Smith,,796
"Smile Again, Jenny Lee",2015,Europa Café (4318 California St. and 5th Ave.),Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,797
"Smile Again, Jenny Lee",2015,New Taraval Café (1054 Taraval St.),Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,798
"Smile Again, Jenny Lee",2015,Ocean Beach Motel (2690 46th Ave.),Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,799
"Smile Again, Jenny Lee",2015,Kansas St at 17th St.,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,800
"Smile Again, Jenny Lee",2015,City Hall ,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,801
"Smile Again, Jenny Lee",2015,Manor West (750 Harrison St.),Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,802
"Smile Again, Jenny Lee",2015,475 Diamond St.,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,803
"Smile Again, Jenny Lee",2015,Hyatt Hotel (555 North Point St.),Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,804
"Smile Again, Jenny Lee",2015,"Fairmont Hotel (950 Mason Street, Nob Hill)",Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,805
"Smile Again, Jenny Lee",2015,411 Shrader St.,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,806
"Smile Again, Jenny Lee",2015,883 42nd Ave.,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,807
"Smile Again, Jenny Lee",2015,Mason & Sacramento St,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,808
"Smile Again, Jenny Lee",2015,Unitarian Church (1187 Franklin St.),Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,809
"Smile Again, Jenny Lee",2015,"Huntington Park (California & Taylor Streets, Nob Hill)",Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,810
"Smile Again, Jenny Lee",2015,E Tutto Qua Restaurant (270 Columbus St.),Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,811
"Smile Again, Jenny Lee",2015,1328 Portola,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,812
"Smile Again, Jenny Lee",2015,Clay St. at Sansome,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,813
"Smile Again, Jenny Lee",2015,Montgomery Street at Post Street,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,814
"Smile Again, Jenny Lee",2015,333 Pacheco St at Lopez Ave.,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,815
"Smile Again, Jenny Lee",2015,Mission Inn (5630 Mission St),Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,816
"Smile Again, Jenny Lee",2015,87 Cervantes Blvd (beach),Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,817
"Smile Again, Jenny Lee",2015,Gaspare's Pizza House (5546 Geary Blvd.),Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,818
"Smile Again, Jenny Lee",2015,510 Noe Street & 18th St.,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,819
"Smile Again, Jenny Lee",2015,Greenwich St at Battery St,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,820
"Smile Again, Jenny Lee",2015,2100 Pacific Ave at Laguna St,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,821
Sneakers,1992,The Embarcadero,Universal Pictures,Universal Pictures,Phil Alden Robinson,Walter Parkes,Sydney Poitier,Robert Redford,,822
Sneakers,1992,Hills Brothers Plaza (The Embarcadero at Harrison),Universal Pictures,Universal Pictures,Phil Alden Robinson,Walter Parkes,Sydney Poitier,Robert Redford,,823
So I Married an Axe Murderer,1993,Edinburgh Castle (950 Geary Street),TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,824
So I Married an Axe Murderer,1993,Vesuvio Café (255 Columbus Avenue),TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,825
So I Married an Axe Murderer,1993,Swedenborgian Church (2107 Lyon Street),TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,826
So I Married an Axe Murderer,1993,St. John's Presbyterian Church (25 Lake Street),TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,827
So I Married an Axe Murderer,1993,San Francisco Chronicle (901 Mission Street at 15th Street),TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,828
So I Married an Axe Murderer,1993,Rocco's Corner (Columbus Street),TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,829
So I Married an Axe Murderer,1993,Prudente's Italian Deli (1462 Grant Ave at Union),TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,830
So I Married an Axe Murderer,1993,Fog City Diner (1300 Battery Street),TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,831
So I Married an Axe Murderer,1993,City Light Bookstore (261 Columbus Avenue),TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,832
So I Married an Axe Murderer,1993,Café Picaro 3120 16th Street,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,833
So I Married an Axe Murderer,1993,Alcatraz Island,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,834
So I Married an Axe Murderer,1993,"Aladdin Terrace (off of Taylor Street, Between Filbert and Union)",TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,835
So I Married an Axe Murderer,1993,305 Hugo Street,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,836
So I Married an Axe Murderer,1993,"1462 Grant Avenue, at Union Street",TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,837
Sphere,1998,S.S. Jeremiah O'Brien,Constant c Productions,Warner brothers Pictures,Barry Levinson,Kurt Wimmer,Dustin Hoffman,Sharon Stone,Marlon Brando,838
Star Trek II : The Wrath of Khan,1982,Golden Gate Park,Paramount Pictures,Paramount Pictures,Nicholas Meyer,Harve Bennett,William Shatner,Leonard Nimoy,,839
Star Trek IV: The Voyage Home,1986,"Bessie Charmichael Elementary School (375 Seventh Street, SOMA)",Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,,840
Star Trek IV: The Voyage Home,1986,500 Block of Pacific Avenue (Chinatown),Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,,841
Star Trek IV: The Voyage Home,1986,Intersection of Columbus & Kearney Streets,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,,842
Star Trek IV: The Voyage Home,1986,Golden Gate Bridge,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,,843
Star Trek IV: The Voyage Home,1986,Golden Gate Park,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,,844
Star Trek IV: The Voyage Home,1986,"West Harbor, Marina District",Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,,845
Star Trek IV: The Voyage Home,1986,North Beach,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,,846
Star Trek IV: The Voyage Home,1986,"Marina Green, Marina District",Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,,847
Star Trek IV: The Voyage Home,1986,Kearny & Pacific Streets,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,,848
Star Trek IV: The Voyage Home,1986,Intersection of Grant & Fresno Streets (North Beach),Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,,849
Star Trek IV: The Voyage Home,1986,Intersection of Columbus & Mason Streets,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,,850
Star Trek VI: The Undiscovered Country,1991,Golden Gate Bridge,Paramount Pictures,Paramount Pictures,Nicholas Meyer,Nimoy,William Shatner,Leonard Nimoy,Ray Charles,851
Steve Jobs,2015,Intersection of Clay St. and Walter U Lum Plc,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,852
Steve Jobs,2015,21st and Sanchez St,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,853
Steve Jobs,2015,Castro St. between 21st an Hill St,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,854
Steve Jobs,2015,Mission St and 5th St,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,855
Steve Jobs,2015,21st and Collingswood St.,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,856
Steve Jobs,2015,War Memorial Opera House (401 Van Ness Avenue),RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,857
Steve Jobs,2015,Davies Symphony Hall (201 Van Ness Ave.),RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,858
Steve Jobs,2015,Sutter-Stockton Garage (444  Stockton),RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,859
Steve Jobs,2015,California St. from Jones St. to Mason St.,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,860
Steve Jobs,2015,Powell St. from California St. to Sutter St.,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,861
Steve Jobs,2015,Jackson St. from Mason St. to Powell St.,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,862
Steve Jobs,2015,Intersection of Columbus and Kearny,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,863
Stigmata,1999,19th and Kansas St.,Metro-Goldwyn Mayer,Metro-Goldwyn_Mayer Distributing,Rupert Wainwright,Tom Lazarus,Patricia Arquette,Gabriel Byrne,,864
Street Music,1981,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,,,865
Sudden Fear,1952,The Tamalpias Building (1201 Greenwich Street at Hyde),Joseph Kaufmann Pictures,RKO Pictures,David Miller,Lenore J. Coffee,Joan Crawford,Jack Palance,,866
Sudden Fear,1952,Brocklebank Apartments (1000 Mason Street),Joseph Kaufmann Pictures,RKO Pictures,David Miller,Lenore J. Coffee,Joan Crawford,Jack Palance,Don Cheadle,867
Sudden Fear,1952,2800 Scott Street,Joseph Kaufmann Pictures,RKO Pictures,David Miller,Lenore J. Coffee,Joan Crawford,Jack Palance,Artie Lang,868
Sudden Fear,1952,Lombard Street,Joseph Kaufmann Pictures,RKO Pictures,David Miller,Lenore J. Coffee,Joan Crawford,Jack Palance,Don Cheadle,869
Sudden Impact,1983,Mt. Davidson,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang,870
Sudden Impact,1983,"Near Point Lobos, El Camino Del Mar ",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang,871
Sudden Impact,1983,"McDonald's Restaurant (701 3rd Street, SOMA)",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang,872
Sudden Impact,1983,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill)",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang,873
Sudden Impact,1983,Hall of Justice (850 Bryant Street),Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang,874
Sudden Impact,1983,Ferry Plaza,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang,875
Sudden Impact,1983,"Fairmont Hotel (950 Mason Street, Nob Hill)",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang,876
Sudden Impact,1983,Civic Center Plaza,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang,877
Sudden Impact,1983,The Embarcadero/Ferry Building,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang,878
Sudden Impact,1983,"Bowles Franklin Galleries (765 Beach Street, Fisherman's Wharf)",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang,879
Sudden Impact,1983,"Pier 38-40, The Embarcadero",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang,880
Summertime,2015,Duboce Park,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,881
Summertime,2015,Fisherman's Wharf pier near Chapel (Port Walk #19),"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,882
Summertime,2015,Chinatown (Stockton @ Jackson & Jackson toward Grant,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,883
Summertime,2015,Montgomery between California and Pine,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,884
Summertime,2015,Oasis Nightclub (298 11th St),"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,885
Summertime,2015,Broadway and Taylor St Intersection,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,886
Summertime,2015,Turk St between Lyon and Baker St,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,887
Summertime,2015,Buena Vista East & Duboce,,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,888
Summertime,2015,Love Street Vintage (1506 Haight & adjacent Haight sidewalk_,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,889
Summertime,2015,Alamo Square ,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,890
Summertime,2015,Stanyan & Belgrave,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,891
Summertime,2015,Sansome (Washington to Bush) Pine (Davis to Kearny) Bush: Kearny to Battery,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,892
Summertime,2015,53 Potomac St,"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,893
Summertime,2015,20th St and Church (3885 20th St),"Creative Monster Productions, Inc.",,Gabriele Muccino,,,,,894
Superman,1978,Golden Gate Bridge,Alexander Salkind,Warner Bros. Pictures,Richard Donner,Jerry Siegel,Christopher Reeve,Gene Hackman,Artie Lang,895
Susan Slade,1961,"On Board the SS President Cleveland, docked at Pier 50",Warner Bros. Pictures,Warner Bros. Pictures,Delmer Daves,Delmer Daves,Troy Donahue,,Rod Taylor,896
Sweet November,2001,Chrissy Field,Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,897
Sweet November,2001,Mission Dolores Park (Mission District),Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,898
Sweet November,2001,Marquee Lofts (1000 Van Ness Avenue at Alice B. Tolkas Place),Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,899
Sweet November,2001,Hotel Majestic (1500 Sutter Street),Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,900
Sweet November,2001,"Foote, Cone & Belding (733 Front Street at Pacific)",Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,901
Sweet November,2001,Farley's Café (1315 18th Street Near Missouri),Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,902
Sweet November,2001,Citicorp Center (1 Sansome Street at Sutter) ,Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,903
Sweet November,2001,Christopher's Books (1400 18th Street),Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,904
Sweet November,2001,Blooms Saloon (18th Street between Missouri and Texas Streets),Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,905
Swing,2003,Regency Building (1290 Sutter Street),unlisted,Crazy Dreams Entertainment,Martin Guigui,Mary Keil,Constance Brenneman,,,906
Swing,2003,Broadway Studios (435 Broadway at Montgomery Street),unlisted,Crazy Dreams Entertainment,Martin Guigui,Mary Keil,Constance Brenneman,,,907
Swingin' Along,1961,Powell Street,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Charles Barton,Jameson Brewer,Tommy Noonan,Barbara Eden,,908
Take the Money and Run,1969,Bank of America (1455 Stockton Street),American Broadcasting Company (ABC),Cinerama Releasing Corporation,Woody Allen,Woody Allen,Woody Allen,,,909
